172,Justice ,Henry Fielding,"Thwackum was for doing justice, and leaving mercy to heaven."
173,Justice ,Felix Frankfurter,The Court's authority - possessed of neither the purse nor the sword -ultimately rests on substantial public confidence in its moral sanctions.
174,Justice ,St. Augustine,Charity is no substitute for justice withheld.
175,Justice ,Barry Goldwater,I would remind you that extremism in the defence of liberty is no vice. And let me remind you also that moderation in the pursuit of justice is no virtue.
176,Justice ,Anonymous,"Ne'er of the living can the living judge - too blind the affection, or too fresh the grudge."
177,Justice ,Roger Baldwin,I always felt from the beginning that you had to defend people you disliked and feared as well as those you admired.
178,Justice ,Oliver Wendell Holmes,"This is a court of law, young man, not a court of justice."
179,Justice ,Winston Churchill,"The whole history of the world is summed up in the fact that, when nations are strong, they are not always just, and when they wish to be just, they are no longer strong."
180,Justice ,Lactantius,Nobody is poor unless he stand in need of justice.
181,Justice ,Alexander Pope,"The hungry judges soon the sentence sign, and wretches hang that jurymen may dine."
182,Justice ,Clarence Darrow,There is no such thing as justice - in or out of court.
183,Justice ,Norman Douglas,"Justice is too good for some people, and not good enough for the rest."
184,Justice ,Seneca,Injustice never rules forever.
185,Justice ,Horace,Acquittal of the guilty damns the judge.
186,Justice ,Joseph Addison,There is no virtue so truly great and godlike as justice.
187,Justice ,Proverbs,"The path of the just is as the shining light, that shineth more and more unto the perfect day."
188,Justice ,Clarence Darrow,There is no such thing as justice - in or out of court.
189,Justice ,Walter Savage Landor,Delay of justice is injustice.
190,Justice ,Hebrews,The spirits of just men made perfect.
191,Justice ,George Herbert,"God's mill grinds slow, but sure."
192,Justice ,Thomas Jefferson,The sword of the law should never fall but on those whose guilt is so apparent as to be pronounced by their friends as well as foes.
193,Justice ,Romans,Render therefore to all their dues.
194,Justice ,Seneca,"He who decides a case without hearing the other side, though he decide justly, cannot be considered just."
195,Justice ,William Shakespeare,This bond is forfeit; And lawfully by this the Jew may claim A pound of flesh.
196,Justice ,William Shakespeare,"Thrice is he arm'd that hath his quarrel just, And he but naked, though lock'd up in steel, Whose conscience with injustice is corrupted."
197,Justice ,William Watson,"Let justice be done, though the heavens fall."
198,Intolerance ,James Russell Lowell,The devil loves nothing better than the intolerance of reformers.
199,Intolerance ,William Penn,"It were better to be of no church, than to be bitter for any."
200,Prudence ,Miguel de Cervantes,"Dine on little, and sup on less."
201,Prudence ,Lord Chesterfield,"I recommend you to take care of the minutes, for the hours will take care of themselves."
202,Prudence ,English proverb,People who live in glass houses should not throw stones.
203,Prudence ,Samuel Johnson,The first years of man must make provision for the last.
204,Prudence ,Old English Rhyme,He that fights and runs away Will live to fight another day.
205,Wealth ,Bible,He that maketh haste to be rich shall not be innocent.
206,Wealth ,Ben Jonson,I glory more in the coming purchase of my wealth than in the glad possession.
207,Wealth ,Oliver Goldsmith,"I'll fares the land, to hastening ills of prey Where wealth accumulates, and men decay."
208,Wealth ,Logan Pearsall Smith,It is the wretchedness of being rich that you have to live with rich people.
209,Wealth ,Ashanti proverb,One cannot both feast and become rich.
210,Wealth ,Old saying,"Poor men seek meat for their stomach, rich men stomach for their meat."
211,Wealth ,Old saying,Riches serve a wise man but command a fool.
212,Wealth ,Ralph Waldo Emerson,The first wealth is health.
213,Wealth ,Juvenal,"The smell of profit is clean and sweet, whatever the source."
214,Wealth ,Logan Pearsall Smith,"There are few sorrows, however poignant, in which a good income is of no avail."
215,Wealth ,Alan Gregg,"The human race has had long experience and a fine tradition in surviving adversity. But we now face a task for which we have little experience, the task of surviving prosperity."
216,Wealth ,Thomas Fuller,"Riches enlarge, rather than satisfy appetites."
217,Wealth ,Douglas Jerrold,"Australia is so kind that, just tickle her with a hoe, and she laughs with a harvest."
218,Wealth ,Samuel Johnson,It is better to live rich than to die rich.
219,Wealth ,Louis D. Brandeis,"We can have democracy in this country or we can have great wealth concentrated in the hands of a few, but we can't have both."
220,Wealth ,Mark Twain,"I am opposed to millionaires, but it would be dangerous to offer me the position."
221,Wealth ,Jean Paul Richter,"Sleep, riches and health to be truly enjoyed must be interrupted."
222,Wealth ,George Brockway,"The wealth of a nation consists not in its mass of material things, but in its system. The natural resources of South America are not inferior to those of the United States, but the wealth of the two regions is vastly different. The land of India is far richer than that of Japan, but the comparative wealth of the two nations is reversed."
223,Wealth ,Montgomery Clift,"I have enough money to get by. I'm not independently wealthy, just independently lazy, I suppose."
224,Wealth ,Paul Getty,"I have no complex about wealth. I have worked hard for my money, producing things people need. I believe that the able industrial leader who creates wealth and employment is more worthy of historical notice than politicians or soldiers."
225,Wealth ,John D. Rockefeller,"I was born into it and there was nothing I could do about it. It was there, like air or food, or any other element. The only question with wealth is what you do with it."
226,Wealth ,Napoleon Bonaparte,"Riches do not consist in the possession of treasures, but in the use made of them."
227,Wealth ,Mark Twain,"I wish to become rich, so that I can instruct the people and glorify honest poverty a little, like those kind-hearted, fat, benevolent people do."
228,Wealth ,Elizabeth Bowen,"In big houses in which things are done properly, there is always the religious element. The diurnal cycle is observed with more feeling when there are servants to do the work."
229,Wealth ,Mary Manin Morrissey,"True abundance is not about gathering more things, it's about touching the place in us that is connected to the divine source of abundance, so that we know what we need in the moment will be provided."
230,Wealth ,Sarah Ban Breathnach,"It's time we put thoughts of lack behind us. It's time for us to discover the secrets of the stars, to sail to an uncharted land, to open up a new heaven where our spirits can soar."
231,Wealth ,George Horace Lorimer,"It is good to have things that money can buy, but it is also good to check up once in awhile and be sure we have the things money can't buy."
232,Wealth ,Oscar Wilde,"Ordinary riches can be stolen, real riches cannot. In your soul are infinitely precious things that cannot be taken from you."
233,Wealth ,Dale Carnegie,'Let us not get so busy or live so fast that we can't listen to the music of the meadow or the symphony that glorifies the forest. Some things in the world are far more important than wealth; one of them is the ability to enjoy simple things.
234,Wealth ,Lao-Tzu,It is wealth to be content.
235,Wealth ,Benjamin Franklin,Who is rich? He that rejoices in his portion.
236,Wealth ,Sr. Mary Christelle Macaluso,"If you're happy, you're wealthy! Happiness doesn't need a bank account."
237,Wealth ,Charles Caleb Colton,Wealth ... is a relative thing since he that has little and wants less is richer than he that has much but wants more.
238,Wealth ,Christina Onassis,"Sometimes when you have everything, you can't really tell what matters."
239,Wealth ,John D. Rockefeller,The only question with wealth is what you do with it.
240,Wealth ,Saint John Chrysostom,"The rich man is not one who is in possession of much, but one who gives much."
241,Wealth ,Lao-Tzu,"Having given all he had, He then is very rich indeed."
242,Wealth ,Robert Collier,"If you see yourself as prosperous, you will be. If you see yourself as continually hard up, that is exactly what you will be."
243,Wealth ,Herbert Hoover,Prosperity is just around the corner.
244,Wealth ,Benjamin Franklin,"Wealth is not his that has it, but his who enjoys it."
245,Wealth ,William Blake,"I have mental joys and mental health, Mental friends and mental wealth, I've a wife that I love and that loves me; I've all but riches bodily."
246,Wealth ,Andrew Carnegie,Surplus wealth is a sacred trust which its possessor is bound to administer in his life-time for the good of the community.
247,Wealth ,Benjamin Franklin,"If you would be wealthy, think of saving as well as of getting."
248,Wealth ,Henry George,"The ideal social state is not that in which each gets an equal amount of wealth, but in which each gets in proportion to his contribution to the general stock."
249,Wealth ,Oliver Goldsmith,"I'll fares the land, to hastening ills a prey, Where wealth accumulates, and men decay; Princes and Lords may flourish, or may fade -  A breath can make them, as a breath has made -  But a bold peasantry, their country's pride, When once destroy'd can never be supplied."
250,Wealth ,Horace,Riches either serve or govern the possessor.
251,Wealth ,Richard Hovey,"The wealth of nations is men, not silk and cotton and gold."
252,Wealth ,Samuel Johnson,Life is short. The sooner that a man begins to enjoy his wealth the better.
253,Wealth ,Martin Luther,"Our Lord commonly giveth Riches to such gross asses, to whom he affordeth nothing else that is good."
254,Wealth ,Matthew,"It is easier for a camel to go through the eye of a needle, than for a rich man to enter into the kingdom of God."
255,Wealth ,Edward Moore,I am rich beyond the dreams of avarice.
256,Wealth ,John Locke,All wealth is the product of labor
257,Wealth ,Alexander Pope,"Get place and wealth, if possible, with grace; If not, by any means get wealth and place."
258,Wealth ,Proverbs,Riches certainly make themselves wings.
259,Wealth ,Proverbs,He that maketh haste to be rich shall not be innocent.
260,Wealth ,Bible,"He heapeth up riches, and knoweth not who shall gather them."
261,Wealth ,Syrus,No good man ever became suddenly rich.
262,Friends and Friendship ,German proverb,A hedge between keeps friendship green.
263,Friends and Friendship ,Samuel Johnson,"A man, Sir, should keep his friendship in constant repair."
264,Friends and Friendship ,Thomas Fuller,"Be a friend to thyself, and others will be so too."
265,Friends and Friendship ,Anonymous,"Friendship admits of differences of character, as love does that of sex."
266,Friends and Friendship ,Mason Cooley,Friendship is love minus sex and plus reason. Love is friendship plus sex and minus reason.
267,Friends and Friendship ,Ralph Waldo Emerson,It is one of the blessings of old friends that you can afford to be stupid with them.
268,Friends and Friendship ,Joseph Conrad,You shall judge of a man by his foes as well as by his friends.
269,Friends and Friendship ,Japanese proverb,There are formalities between the closest of friends.
270,Friends and Friendship ,Michel de Montaigne,"If you press me to say why I loved him, I can say no more than it was because he was he, and I was 1."
271,Friends and Friendship ,Terence,Of my friends I am the only one I have left.
272,Friends and Friendship ,Benjamin Disraeli,"Anybody amuses me for once. A new acquaintance is like a new book. I prefer it, even if bad, to a classic."
273,Friends and Friendship ,Warren G. Harding,"My God, this is a hell of a job. I have no trouble with my enemies. I can take care of my enemies all right. But my damn friends, my goddamn friends. They're the ones that keep me walking the floor nights."
274,Friends and Friendship ,Benjamin Franklin,"There are three faithful friends: an old wife, an old dog, and ready money."
275,Friends and Friendship ,"Alfred, Lord Tennyson",He makes no friend who never made a foe.
276,Friends and Friendship ,George Canning,"Give me the avowed, the erect, and manly foe, Bold I can meet, perhaps may turn the blow; But of all plagues, good Heaven, thy wrath can send, Save, save, oh save me from the candid friend!"
277,Friends and Friendship ,La Rochefoucauld,"It is not enough to succeed, a friend must fail."
278,Friends and Friendship ,Henry Adams,A friend in power is a friend lost.
279,Friends and Friendship ,Agnes Macphail,"Do not rely completely on any other human being, however dear. We meet all life's greatest tests alone."
280,Friends and Friendship ,Woodrow Wilson,You cannot be friends upon any other terms than upon the terms of equality.
281,Friends and Friendship ,Henry David Thoreau,"How often we find ourselves turning our backs on our actual friends, that we may go and meet their ideal cousins."
282,Friends and Friendship ,G. K. Chesterton,We make our friends; we make our enemies; but God makes our next-door neighbour.
283,Friends and Friendship ,Henry Ward Beecher,You never know till you try to reach them how accessible men are; but you must approach each man by the right door.
284,Friends and Friendship ,Ralph Waldo Emerson,A friend is one before whom I may think aloud.
285,Friends and Friendship ,Aristotle,"Without friends no one would choose to live, though he had all other goods."
286,Friends and Friendship ,Moliere,"The more we love our friends, the less we flatter them; it is by excusing nothing that pure love shows itself."
287,Friends and Friendship ,Mignon McLaughlin,"It's important to our friends to believe that we are unreservedly frank with them, and important to friendship that we are not."
288,Friends and Friendship ,Edward Bulwer-Lytton,"In life it is difficult to say who do you the most mischief, enemies with the worst intentions, or friends with the best."
289,Friends and Friendship ,Goethe,It is better to be deceived by one's friends than to deceive them.
